Section,Multiselect,Category,Label,Tag
Image Attributes,TRUE,extras,masterpiece,"""((high quality:1.2, masterpiece:1.2))"""
,,,,
Image Attributes,TRUE,extras,high resolution,"""absurdres, high resolution"""
,,,,
Image Attributes,TRUE,extras,8k,"""(8k resolution), 8k, 8kres, 8k res"""
,,,,
Image Attributes,TRUE,extras,detailed,"""high details, detailed and intricate, intricate details, high intricate details, absurd amount of details"""
,,,,
Image Attributes,TRUE,extras,super resolution,"""super resolution, ultra hd, megapixel"""
,,,,
Image Attributes,TRUE,extras,landscape,"""landscape, outdoors"""
,,,,
Image Attributes,TRUE,extras,portrait,"""((upper body:1.2)), portrait"""
,,,,
Image Attributes,TRUE,extras,black & white,"""monochrome, greyscale, B&W, Black and White, black&white"""
,,,,
Camera Settings,FALSE,camera shots,none,null
,,,,
Camera Settings,FALSE,camera shots,ews,Extreme Wide Shot
,,,,
Camera Settings,FALSE,camera shots,ls,Long Shot
,,,,
Camera Settings,FALSE,camera shots,ws,Wide Shot
,,,,
Camera Settings,FALSE,camera shots,mls,Medium Long Shot
,,,,
Camera Settings,FALSE,camera shots,mws,Medium Wide Shot
,,,,
Camera Settings,FALSE,camera shots,cowboy,Cowboy Shot
,,,,
Camera Settings,FALSE,camera shots,ms,Medium Shot
,,,,
Camera Settings,FALSE,camera shots,mcu,Medium Close Up
,,,,
Camera Settings,FALSE,camera shots,cu,Close Up
,,,,
Camera Settings,FALSE,camera shots,ecu,Extreme Close Up
,,,,
Camera Settings,FALSE,camera shots,est.,Establishing Shot
,,,,
Camera Settings,FALSE,camera framing,null,null
,,,,
Camera Settings,FALSE,camera framing,none,null
,,,,
Camera Settings,FALSE,camera framing,single,Single Shot
,,,,
Camera Settings,FALSE,camera framing,two,Two Shot
,,,,
Camera Settings,FALSE,camera framing,three,Three Shot
,,,,
Camera Settings,FALSE,camera framing,over the shoulder,Over-The-Shoulder Shot
,,,,
Camera Settings,FALSE,camera framing,pov,"""Point of View Shot, POV"""
,,,,
Camera Settings,FALSE,camera focus,null,null
,,,,
Camera Settings,FALSE,camera focus,none,null
,,,,
Camera Settings,FALSE,camera focus,rack / pull,"""Rack Focus, Camera Pull Focus"""
,,,,
Camera Settings,FALSE,camera focus,shallow,Shallow Focus
,,,,
Camera Settings,FALSE,camera focus,deep,Deep Focus
,,,,
Camera Settings,FALSE,camera focus,tilt-shift,Tilt-Shift Focus
,,,,
Camera Settings,FALSE,camera focus,soft,Soft Focus
,,,,
Camera Settings,FALSE,camera focus,split,Split Diopter
,,,,
Camera Settings,FALSE,camera angles,null,null
,,,,
Camera Settings,FALSE,camera angles,none,null
,,,,
Camera Settings,FALSE,camera angles,eye level,Eye Level Shot
,,,,
Camera Settings,FALSE,camera angles,low,Low Angle Shot
,,,,
Camera Settings,FALSE,camera angles,high,High Angle Shot
,,,,
Camera Settings,FALSE,camera angles,hip level,Hip Level Shot
,,,,
Camera Settings,FALSE,camera angles,knee level,Knee Level Shot
,,,,
Camera Settings,FALSE,camera angles,ground level,Ground Level Shot
,,,,
Camera Settings,FALSE,camera angles,shoulder level,Shoulder Level Shot
,,,,
Camera Settings,FALSE,camera angles,dutch angle,"""dutch Angle Shot, Dutch Angle"""
,,,,
Camera Settings,FALSE,camera angles,birds eye,"""Birds Eye Shot, Overhead Shot"""
,,,,
Camera Settings,FALSE,camera angles,aerial,"""Aerial Shot, Helicopter Shot"""
,,,,
Character Attributes,TRUE,age,none,null
,,,,
Character Attributes,TRUE,age,young child,"""Young Child, 5-9 years old"""
,,,,
Character Attributes,TRUE,age,pre-teen,"""Pre-teen, 10-12 years old"""
,,,,
Character Attributes,TRUE,age,teenager,"""Teenager, 13-19 years old"""
,,,,
Character Attributes,TRUE,age,young adult,"""Young Adult, 20-24 years old"""
,,,,
Character Attributes,TRUE,age,adult,"""Adult, 25-29 years old"""
,,,,
Character Attributes,TRUE,age,early thirties,"""Early Thirties, 30-34 years old"""
,,,,
Character Attributes,TRUE,age,mid thirties,"""Mid Thirties, 35-39 years old"""
,,,,
Character Attributes,TRUE,age,late thirties,"""Late Thirties, 40-44 years old"""
,,,,
Character Attributes,TRUE,age,early forties,"""Early Forties, 45-49 years old"""
,,,,
Character Attributes,TRUE,age,mid forties,"""Mid Forties, 50-54 years old"""
,,,,
Character Attributes,TRUE,age,late forties,"""Late Forties, 55-59 years old"""
,,,,
Character Attributes,TRUE,age,early fifties,"""Early Fifties, 60-64 years old"""
,,,,
Character Attributes,TRUE,age,mid fifties,"""Mid Fifties, 65-69 years old"""
,,,,
Character Attributes,TRUE,age,late fifties,"""Late Fifties, 70-74 years old"""
,,,,
Character Attributes,TRUE,age,early sixties,"""Early Sixties, 75-79 years old"""
,,,,
Character Attributes,TRUE,age,mid sixties,"""Mid Sixties, 80-84 years old"""
,,,,
Character Attributes,TRUE,face,none,null
,,,,
Character Attributes,TRUE,face,eye shadow,"""Eye Shadow, Makeup, Eyeliner"""
,,,,
Character Attributes,TRUE,face,lip stick,"""Red Lip Stick, Glossy Lip Stick, Lips"""
,,,,
Character Attributes,TRUE,expressions,none,null
,,,,
Character Attributes,TRUE,expressions,smile,"""Smile, Natural and Genuine"""
,,,,
Character Attributes,TRUE,expressions,laugh,"""Laugh, Joyful and Carefree"""
,,,,
Character Attributes,TRUE,expressions,sultry,"""Sultry, Seductive and Alluring"""
,,,,
Character Attributes,TRUE,expressions,serious,"""Serious, Intense and Focused"""
,,,,
Character Attributes,TRUE,expressions,pout,"""Pout, Playful and Flirty"""
,,,,
Character Attributes,TRUE,expressions,wink,"""Wink, Coquettish and Charming"""
,,,,
Character Attributes,TRUE,expressions,smize,"""Smize, Smiling with the Eyes"""
,,,,
Character Attributes,TRUE,expressions,surprised,"""Surprised, Wide-eyed and Astonished"""
,,,,
Character Attributes,TRUE,expressions,confident,"""Confident, Self-assured and Empowered"""
,,,,
Character Attributes,TRUE,expressions,fierce,"""Fierce, Strong and Assertive"""
,,,,
,,,,
,,,,
Character Attributes,TRUE,expressions,thoughtful,"""Thoughtful, Contemplative and Reflective"""
,,,,
Character Attributes,TRUE,expressions,peaceful,"""Peaceful, Calm and Serene"""
,,,,
Character Attributes,TRUE,expressions,flirty,"""Flirty, Playful and Teasing"""
,,,,
Character Attributes,TRUE,expressions,sassy,"""Sassy, Bold and Daring"""
,,,,
Character Attributes,TRUE,expressions,innocent,"""Innocent, Sweet and Youthful"""
,,,,
Character Attributes,TRUE,expressions,mysterious,"""Mysterious, Enigmatic and Intriguing"""
,,,,
Character Attributes,TRUE,expressions,exuberant,"""Exuberant, Energetic and Vibrant"""
,,,,
Character Attributes,TRUE,expressions,vulnerable,"""Vulnerable, Tender and Emotional"""
,,,,
Character Attributes,TRUE,expressions,determined,"""Determined, Driven and Resolute"""
,,,,
Character Attributes,TRUE,expressions,relaxed,"""Relaxed, Carefree and Unbothered"""
,,,,
Character Attributes,TRUE,expressions,quirky,"""Quirky, Eccentric and Playful"""
,,,,
Character Attributes,TRUE,expressions,dreamy,"""Dreamy, Romantic and Fantastical"""
,,,,
,,,,
,,,,
Character Attributes,TRUE,expressions,fierce,"""Fierce, Bold and Empowered"""
,,,,
Character Attributes,TRUE,hairstyles,none,null
,,,,
Character Attributes,TRUE,hairstyles,bob,"""Bob, Classic and Timeless"""
,,,,
Character Attributes,TRUE,hairstyles,pixie,"""Pixie Cut, Short and Edgy"""
,,,,
Character Attributes,TRUE,hairstyles,long layers,"""Long Layers, Versatile and Natural"""
,,,,
Character Attributes,TRUE,hairstyles,lob,"""Lob, Long Bob and Chic"""
,,,,
Character Attributes,TRUE,hairstyles,updo,"""Updo, Elegant and Formal"""
,,,,
Character Attributes,TRUE,hairstyles,ponytail,"""Ponytail, Sleek and Sporty"""
,,,,
Character Attributes,TRUE,hairstyles,side-swept bangs,"""Side-Swept Bangs, Soft and Face-framing"""
,,,,
Character Attributes,TRUE,hairstyles,beach waves,"""Beach Waves, Effortless and Textured"""
,,,,
Character Attributes,TRUE,hairstyles,top knot,"""Top Knot, Trendy and Chic"""
,,,,
Character Attributes,TRUE,hairstyles,fishtail braid,"""Fishtail Braid, Bohemian and Intricate"""
,,,,
Character Attributes,TRUE,hairstyles,curly,"""Curly Hair, Voluminous and Playful"""
,,,,
Character Attributes,TRUE,hairstyles,sleek straight,"""Sleek Straight Hair, Polished and Sophisticated"""
,,,,
Character Attributes,TRUE,hairstyles,braided crown,"""Braided Crown, Romantic and Boho-inspired"""
,,,,
Character Attributes,TRUE,hairstyles,voluminous curls,"""Voluminous Curls, Glamorous and Dramatic"""
,,,,
Character Attributes,TRUE,hairstyles,messy bun,"""Messy Bun, Effortless and Casual"""
,,,,
Character Attributes,TRUE,hairstyles,half-up half-down,"""Half-Up Half-Down, Versatile and Feminine"""
,,,,
Character Attributes,TRUE,hairstyles,sleek bob,"""Sleek Bob, Polished and Modern"""
,,,,
Character Attributes,TRUE,hairstyles,braided ponytail,"""Braided Ponytail, Playful and Active"""
,,,,
Character Attributes,TRUE,hairstyles,short curls,"""Short Curls, Fun and Spirited"""
,,,,
Character Attributes,TRUE,hairstyles,mohawk,"""Mohawk, Bold and Edgy"""
,,,,
Character Attributes,TRUE,hairstyles,slicked back,"""Slicked Back Hair, Sleek and High-fashion"""
,,,,
Character Attributes,TRUE,hairstyles,vintage waves,"""Vintage Waves, Retro and Glamorous"""
,,,,
Character Attributes,TRUE,hairstyles,afro,"""Afro, Natural and Empowering"""
,,,,
Character Attributes,TRUE,hairstyles,high ponytail,"""High Ponytail, High-energy and Youthful"""
,,,,
Character Attributes,TRUE,hairstyles,mermaid braid,"""Mermaid Braid, Whimsical and Bohemian"""
,,,,
Character Attributes,TRUE,body,none,null
,,,,
Character Attributes,TRUE,body,Underweight,"""Underweight body"""
,,,,
Character Attributes,TRUE,body,Skinny,"""Skinny body"""
,,,,
Character Attributes,TRUE,body,Thin,"""Thin body"""
,,,,
Character Attributes,TRUE,body,Slim,"""Slim body"""
,,,,
Character Attributes,TRUE,body,Lean,"""Lean body"""
,,,,
Character Attributes,TRUE,body,Fit,"""Fit body"""
,,,,
Character Attributes,TRUE,body,Average,"""Average body"""
,,,,
Character Attributes,TRUE,body,Curvy,"""Curvy body"""
,,,,
Character Attributes,TRUE,body,Heavy,"""Heavy body"""
,,,,
Character Attributes,TRUE,body,Thick,"""Thick body"""
,,,,
Character Attributes,TRUE,body,Overweight,"""Overweight body"""
,,,,
Character Attributes,TRUE,body,Obese,"""Obese body"""
,,,,
Character Attributes,TRUE,body,Muscles,"""Muscular, Masc, Fit, Toned"""
,,,,
Character Attributes,TRUE,accessories,none,null
,,,,
Character Attributes,TRUE,accessories,necklace,"""Necklace, Chain, Charm, Neck"""
,,,,
Character Attributes,TRUE,accessories,bracelet,"""Bracelet, Charm, Band, Wrist"""
,,,,
Character Attributes,TRUE,accessories,earrings,"""Earrings, Studs, Hoops, Dangles"""
,,,,
Character Attributes,TRUE,accessories,rings,"""Rings, Bands, Gemstone, Stackable"""
,,,,
Character Attributes,TRUE,accessories,watch,"""Watch, Timepiece, Chronograph, Wristwatch"""
,,,,
Character Attributes,TRUE,accessories,bowtie,"""Bowtie, Necktie, Ascot, Cravat"""
,,,,
Character Attributes,TRUE,accessories,hats,"""Hats, Cap, Fedora, Beanie"""
,,,,
Character Attributes,TRUE,accessories,sunglasses,"""Sunglasses, Shades, Aviators, Wayfarers"""
,,,,
Character Attributes,TRUE,accessories,scarf,"""Scarf, Wrap, Shawl, Pashmina"""
,,,,
Character Attributes,TRUE,accessories,belts,"""Belts, Waistband, Buckle, Sash"""
,,,,
Character Attributes,TRUE,accessories,handbag,"""Handbag, Purse, Clutch, Tote"""
,,,,
Character Attributes,TRUE,accessories,backpack,"""Backpack, Rucksack, Knapsack, Daypack"""
,,,,
Character Attributes,TRUE,accessories,umbrella,"""Umbrella, Parasol, Sunshade, Canopy"""
,,,,
Character Attributes,TRUE,accessories,gloves,"""Gloves, Mittens, Fingerless, Driving"""
,,,,
Character Attributes,TRUE,accessories,headband,"""Headband, Headwrap, Bandana, Hairpiece"""
,,,,
Character Attributes,TRUE,accessories,brooch,"""Brooch, Pin, Badge, Lapel"""
,,,,
Character Attributes,TRUE,accessories,tiara,"""Tiara, Crown, Diadem, Headpiece"""
,,,,
Character Attributes,TRUE,accessories,cufflinks,"""Cufflinks, Studs, Dress Set, Formal"""
,,,,
Character Attributes,TRUE,accessories,scarf,"""Scarf, Wrap, Shawl, Pashmina"""
,,,,
Character Attributes,TRUE,accessories,socks,"""Socks, Stockings, Tights, Leggings"""
,,,,
Character Attributes,TRUE,accessories,umbrella,"""Umbrella, Parasol, Sunshade, Canopy"""
,,,,
Character Attributes,TRUE,accessories,tieclip,"""Tie Clip, Tie Bar, Tie Pin, Cravat Pin"""
,,,,
Character Attributes,TRUE,accessories,watch,"""Watch, Timepiece, Chronograph, Wristwatch"""
,,,,
Character Attributes,TRUE,accessories,hatpin,"""Hatpin, Hairpin, Fascinator, Decorative Pin"""
,,,,
Character Attributes,TRUE,accessories,headband,"""Headband, Headwrap, Bandana, Hairpiece"""
,,,,
Character Attributes,TRUE,accessories,glasses,"""Glasses, Spectacles, Eyeglasses, Frames"""
,,,,
Character Attributes,TRUE,accessories,necktie,"""Necktie, Tie, Bowtie, Ascot"""
,,,,
Character Attributes,TRUE,accessories,handkerchief,"""Handkerchief, Pocket Square, Hankie, Tissue"""
,,,,
Character Attributes,TRUE,poses,none,null
,,,,
Character Attributes,TRUE,poses,leg extended,"""Leg Extended Pose, Highlights the leg muscles and elongates the legs"""
,,,,
Character Attributes,TRUE,poses,back arch,"""Back Arch Pose, Emphasizes the curve of the back and accentuates the waist"""
,,,,
Character Attributes,TRUE,poses,hand on hip,"""Hand on Hip Pose, Draws attention to the waist and creates a confident stance"""
,,,,
Character Attributes,TRUE,poses,head tilted,"""Head Tilted Pose, Highlights facial features and adds a touch of elegance"""
,,,,
Character Attributes,TRUE,poses,shoulder forward,"""Shoulder Forward Pose, Accentuates the collarbone and adds a subtle twist to the posture"""
,,,,
Character Attributes,TRUE,poses,arms crossed,"""Arms Crossed Pose, Defines the upper body and adds a sense of power"""
,,,,
Character Attributes,TRUE,poses,side profile,"""Side Profile Pose, Showcases the profile of the face and emphasizes facial structure"""
,,,,
Character Attributes,TRUE,poses,one leg forward,"""One Leg Forward Pose, Puts focus on the front leg and creates a dynamic stance"""
,,,,
Character Attributes,TRUE,poses,leaning against a wall,"""Leaning Against a Wall Pose, Emphasizes the body shape and creates a relaxed vibe"""
,,,,
Character Attributes,TRUE,poses,hands in hair,"""Hands in Hair Pose, Highlights the hair and adds a touch of playfulness"""
,,,,
Character Attributes,TRUE,poses,sitting cross-legged,"""Sitting Cross-Legged Pose, Highlights leg muscles and adds a relaxed feel"""
,,,,
Character Attributes,TRUE,poses,looking over the shoulder,"""Looking Over the Shoulder Pose, Highlights the neck and adds a sense of allure"""
,,,,
Character Attributes,TRUE,poses,lying down,"""Lying Down Pose, Showcases the body contours and creates a sensual atmosphere"""
,,,,
Character Attributes,TRUE,poses,frontal full body,"""Frontal Full Body Pose, Highlights the overall body shape and symmetry"""
,,,,
Character Attributes,TRUE,poses,hands on face,"""Hands on Face Pose, Draws attention to facial expressions and adds drama"""
,,,,
Character Attributes,TRUE,poses,leg up on a prop,"""Leg Up on a Prop Pose, Highlights leg muscles and adds a dynamic element"""
,,,,
Character Attributes,TRUE,poses,bent over,"""Bent Over Pose, Accentuates the curves of the back and adds a sense of movement"""
,,,,
Character Attributes,TRUE,poses,standing on tiptoes,"""Standing on Tiptoes Pose, Lengthens the legs and adds gracefulness"""
,,,,
Character Attributes,TRUE,poses,side-swept hair,"""Side-Swept Hair Pose, Highlights the profile of the face and adds a touch of elegance"""
,,,,
Character Attributes,TRUE,poses,hands on waist,"""Hands on Waist Pose, Defines the waistline and adds a confident posture"""
,,,,
Character Attributes,TRUE,poses,lying on the stomach,"""Lying on the Stomach Pose, Showcases the curves of the back and adds sensuality"""
,,,,
Character Attributes,TRUE,poses,hands behind the head,"""Hands Behind the Head Pose, Emphasizes the neck and adds a sense of openness"""
,,,,
Character Attributes,TRUE,poses,kneeling,"""Kneeling Pose, Highlights the legs and adds a sense of vulnerability"""
,,,,
Image Attributes,TRUE,styles,none,null
,,,,
Image Attributes,TRUE,styles,abstract,"""Abstract, Abstraction, Artistic"""
,,,,
Camera Settings,FALSE,staging,none,null
,,,,
Camera Settings,FALSE,staging,full front,"""Full Front Staging, Looking At Viewer, Face, Front"""
,,,,
Camera Settings,FALSE,staging,quarter turn,"""Quarter Turn Camera Staging, From Front, From Side"""
,,,,
Camera Settings,FALSE,staging,left profile,"""Profile Camera Staging, From Side, Looking Right"""
,,,,
Camera Settings,FALSE,staging,right profile,"""Profile Camera Staging, From Side, Looking Left"""
,,,,
Camera Settings,FALSE,staging,three-quarter turn,"""Three-Quarter Turn Camera Staging, From Side, From Behind, Looking Away From Viewer"""
,,,,
Camera Settings,FALSE,staging,full back,"""Full Back Camera Staging, From Behind, Looking Away From Viewer, Behind, Back"""
,,,,
Visual Style,TRUE,style,none,null
,,,,
Visual Style,TRUE,style,vintage,"""Vintage, Retro, Classic, Old-fashioned"""
,,,,
Visual Style,TRUE,style,grunge,"""Grunge, Edgy, Distressed, Raw"""
,,,,
Visual Style,TRUE,style,minimalist,"""Minimalist, Clean, Simple, Streamlined"""
,,,,
Visual Style,TRUE,style,bohemian,"""Bohemian, Hippie, Free-spirited, Eclectic"""
,,,,
Visual Style,TRUE,style,industrial,"""Industrial, Urban, Gritty, Raw"""
,,,,
Visual Style,TRUE,style,romantic,"""Romantic, Dreamy, Soft, Ethereal"""
,,,,
Visual Style,TRUE,style,futuristic,"""Futuristic, Sci-fi, Sleek, Cutting-edge"""
,,,,
Visual Style,TRUE,style,retrofuturistic,"""Retrofuturistic, Steampunk, Nostalgic, Futuristic elements with vintage vibes"""
,,,,
Visual Style,TRUE,style,contemporary,"""Contemporary, Modern, Sleek, Innovative"""
,,,,
Visual Style,TRUE,style,folk,"""Folk, Traditional, Cultural, Artisanal"""
,,,,
Visual Style,TRUE,style,glamorous,"""Glamorous, Luxurious, Elegant, Sophisticated"""
,,,,
Visual Style,TRUE,style,moody,"""Moody, Dark, Mysterious, Atmospheric"""
,,,,
Visual Style,TRUE,style,urban,"""Urban, Street, Cityscape, Graffiti"""
,,,,
Visual Style,TRUE,style,retro,"""Retro, Nostalgic, Vintage-inspired, Old-school"""
,,,,
Visual Style,TRUE,style,whimsical,"""Whimsical, Playful, Imaginative, Quirky"""
,,,,
Visual Style,TRUE,style,neon,"""Neon, Vibrant, Electric, High-energy"""
,,,,
Visual Style,TRUE,style,monochrome,"""Monochrome, Black and White, Minimal, Timeless"""
,,,,
Visual Style,TRUE,style,boho-chic,"""Boho-chic, Free-spirited, Earthy, Bohemian elements with a modern twist"""
,,,,
Visual Style,TRUE,style,retro-modern,"""Retro-modern, Vintage-inspired with contemporary touches"""
,,,,
Visual Style,TRUE,style,avant-garde,"""Avant-garde, Experimental, Innovative, Cutting-edge"""
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Female Clothing,TRUE,outfit,none,null
,,,,
Female Clothing,TRUE,outfit,casual,"""Casual Outfit: Jeans, T-shirt, Sneakers"""
,,,,
Female Clothing,TRUE,outfit,athleisure,"""Athleisure Outfit: Leggings, Sports Bra, Athletic Shoes"""
,,,,
Female Clothing,TRUE,outfit,smart casual,"""Smart Casual Outfit: Blouse, Dress Pants, Flats"""
,,,,
Female Clothing,TRUE,outfit,bohemian,"""Bohemian Outfit: Maxi Dress, Sandals, Layered Accessories"""
,,,,
Female Clothing,TRUE,outfit,office,"""Office Outfit: Blazer, Pencil Skirt, Button-down Shirt, Heels"""
,,,,
Female Clothing,TRUE,outfit,summer,"""Summer Outfit: Sundress, Sandals, Straw Hat"""
,,,,
Female Clothing,TRUE,outfit,cocktail,"""Cocktail Outfit: Little Black Dress, Statement Heels, Clutch"""
,,,,
Female Clothing,TRUE,outfit,formal jumpsuit,"""Formal Jumpsuit, Statement Necklace, Stiletto Heels"""
,,,,
Female Clothing,TRUE,outfit,evening gown,"""Evening Gown: Floor-length Dress, Elegant Jewelry, High Heels"""
,,,,
Female Clothing,TRUE,outfit,beach,"""Beach Outfit: Bikini, Cover-up, Flip-flops, Sun Hat"""
,,,,
Female Clothing,TRUE,outfit,street style,"""Street Style Outfit: Distressed Jeans, Graphic Tee, Sneakers"""
,,,,
Female Clothing,TRUE,outfit,preppy,"""Preppy Outfit: Collared Shirt, Pleated Skirt, Loafers"""
,,,,
Female Clothing,TRUE,outfit,boho-chic,"""Boho-chic Outfit: Flowy Dress, Fringe Vest, Ankle Boots"""
,,,,
Female Clothing,TRUE,outfit,cocktail pantsuit,"""Cocktail Pantsuit: Tailored Blazer, Trousers, Pumps"""
,,,,
Female Clothing,TRUE,outfit,black tie,"""Black Tie Outfit: Floor-length Gown, Formal Accessories, Heeled Sandals"""
,,,,
Female Clothing,TRUE,outfit,summer jumpsuit,"""Summer Jumpsuit, Espadrille Wedges, Straw Bag"""
,,,,
Female Clothing,TRUE,outfit,party dress,"""Party Dress: Sequin Dress, Statement Jewelry, Heeled Sandals"""
,,,,
Female Clothing,TRUE,outfit,daytime formal,"""Daytime Formal Outfit: A-line Dress, Cardigan, Wedge Heels"""
,,,,
Female Clothing,TRUE,outfit,winter,"""Winter Outfit: Sweater Dress, Tights, Knee-high Boots"""
,,,,
Female Clothing,TRUE,outfit,cocktail skirt set,"""Cocktail Skirt Set: Crop Top, Midi Skirt, Strappy Heels"""
,,,,
Female Clothing,TRUE,outfit,red carpet,"""Red Carpet Outfit: Glamorous Gown, Diamond Jewelry, High Heels"""
,,,,
Female Clothing,TRUE,outfit,country club,"""Country Club Outfit: Polo Shirt, Khaki Shorts, Boat Shoes"""
,,,,
Female Clothing,TRUE,outfit,modest,"""Modest Outfit: Midi Skirt, Blouse, Closed-toe Flats"""
,,,,
Female Clothing,TRUE,outfit,workout,"""Workout Outfit: Leggings, Sports Bra, Athletic Shoes"""
,,,,
Female Clothing,TRUE,outfit,ballerina,"""Ballerina Outfit: Tutu Skirt, Ballet Flats, Wrap"""
,,,,
Female Clothing,TRUE,tops,none,null
,,,,
Female Clothing,TRUE,tops,t-shirt,"""T-shirt, Casual and Basic"""
,,,,
Female Clothing,TRUE,tops,tank top,"""Tank Top, Sleeveless and Lightweight"""
,,,,
Female Clothing,TRUE,tops,blouse,"""Blouse, Flowy and Dressy"""
,,,,
Female Clothing,TRUE,tops,button-down shirt,"""Button-down Shirt, Crisp and Professional"""
,,,,
Female Clothing,TRUE,tops,sweater,"""Sweater, Cozy and Versatile"""
,,,,
Female Clothing,TRUE,tops,cardigan,"""Cardigan, Layering and Comfortable"""
,,,,
Female Clothing,TRUE,tops,blazer,"""Blazer, Structured and Formal"""
,,,,
Female Clothing,TRUE,tops,peplum top,"""Peplum Top, Flared and Feminine"""
,,,,
Female Clothing,TRUE,tops,tunic,"""Tunic, Relaxed and Stylish"""
,,,,
Female Clothing,TRUE,tops,camisole,"""Camisole, Delicate and Lingerie-inspired"""
,,,,
Female Clothing,TRUE,tops,off-the-shoulder top,"""Off-the-shoulder Top, Trendy and Alluring"""
,,,,
Female Clothing,TRUE,tops,wrap top,"""Wrap Top, Flattering and Elegant"""
,,,,
Female Clothing,TRUE,tops,halter top,"""Halter Top, Chic and Sophisticated"""
,,,,
Female Clothing,TRUE,tops,button-up shirt,"""Button-up Shirt, Polished and Classic"""
,,,,
Female Clothing,TRUE,tops,crop top,"""Crop Top, Playful and Fashion-forward"""
,,,,
Female Clothing,TRUE,tops,polo shirt,"""Polo Shirt, Sporty and Preppy"""
,,,,
Female Clothing,TRUE,tops,peasant blouse,"""Peasant Blouse, Bohemian and Relaxed"""
,,,,
Female Clothing,TRUE,tops,one-shoulder top,"""One-shoulder Top, Glamorous and Unique"""
,,,,
Female Clothing,TRUE,tops,halterneck top,"""Halterneck Top, Sleek and Modern"""
,,,,
Female Clothing,TRUE,tops,button-up blouse,"""Button-up Blouse, Refined and Tailored"""
,,,,
Female Clothing,TRUE,tops,sequin top,"""Sequin Top, Festive and Eye-catching"""
,,,,
Female Clothing,TRUE,tops,asymmetric top,"""Asymmetric Top, Edgy and Avant-garde"""
,,,,
Female Clothing,TRUE,tops,lace top,"""Lace Top, Romantic and Feminine"""
,,,,
Female Clothing,TRUE,tops,silk blouse,"""Silk Blouse, Luxurious and Elegant"""
,,,,
Female Clothing,TRUE,tops,bustier top,"""Bustier Top, Sexy and Statement-making"""
,,,,
Female Clothing,TRUE,bottoms,none,null
,,,,
Female Clothing,TRUE,bottoms,jeans,"""Jeans, Casual and Versatile"""
,,,,
Female Clothing,TRUE,bottoms,leggings,"""Leggings, Comfortable and Everyday"""
,,,,
Female Clothing,TRUE,bottoms,shorts,"""Shorts, Casual and Cool"""
,,,,
